"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"4Lp71zNoZOZD+PnsrN1ISBA12We7ztxToV3MRKLMec=","4Lp71zNoZOZD+PnsrN1ISBA12We7ztxToV3MRKLMec=","4Lp71zNoZOZD+PnsrN1ISBA12We7ztxToV3MRKLMec=","Cuba","Me gusta la lectura, los deportes y la buena música. Amo mi patria y este proyecto social. Profesor de Filosofía (todo un deporte de combate) #DeZurdaTeam 🤝 🐊","","1864","3406","2019-09-17","es"
"RdEbzCRj4P2l8BtpvSGJ0TgbhaB5cWACTFIdPC+6vw4=","RdEbzCRj4P2l8BtpvSGJ0TgbhaB5cWACTFIdPC+6vw4=","RdEbzCRj4P2l8BtpvSGJ0TgbhaB5cWACTFIdPC+6vw4=","","","","34","130","2020-01-28","es"
"lPNmXCBzSRU6EL8wavQ60FQs2ST4TCNShFQgHQhvuE=","lPNmXCBzSRU6EL8wavQ60FQs2ST4TCNShFQgHQhvuE=","lPNmXCBzSRU6EL8wavQ60FQs2ST4TCNShFQgHQhvuE=","Camagüey","#somoscontinuidad","","18","202","2013-02-18","es"
"Ii+klAvSwstzH0HP60+C1ayb5zxAzt+TBESdX+mplo=","Ii+klAvSwstzH0HP60+C1ayb5zxAzt+TBESdX+mplo=","Ii+klAvSwstzH0HP60+C1ayb5zxAzt+TBESdX+mplo=","","Cubano, seguidor de los ideales de Martí y Fidel. @DeZurdaTeam 👊👊🇨🇺","","309","315","2019-12-01","es"
"csGa08DTXF7DQZ4gyGVpJLTLnVJcGpaTrFdZ4jflU=","csGa08DTXF7DQZ4gyGVpJLTLnVJcGpaTrFdZ4jflU=","csGa08DTXF7DQZ4gyGVpJLTLnVJcGpaTrFdZ4jflU=","","100%cubana🇨🇺","","798","1122","2019-12-03","es"
"qf65obmO5Vrn8r66gPkAvsAQ+2DyIKSlDCsF0hSv6ng=","qf65obmO5Vrn8r66gPkAvsAQ+2DyIKSlDCsF0hSv6ng=","qf65obmO5Vrn8r66gPkAvsAQ+2DyIKSlDCsF0hSv6ng=","Holguín, Cuba","Carpintero evanista, 🇨🇺 100%, amante de mi profesión, de la sinceridad y el amor. #DeZurdaTeam 
#SiguemeYTeSigo","","2781","3002","2019-08-07","es"
"xwb+AY4mJ0skmRnxIqHXKKNTbQex3EHQrDKekuu9dc=","xwb+AY4mJ0skmRnxIqHXKKNTbQex3EHQrDKekuu9dc=","xwb+AY4mJ0skmRnxIqHXKKNTbQex3EHQrDKekuu9dc=","","Ingeniero 🖥️ Electrónico, Fidelista,  💯 % cubano y fiel a la Revolución  🇨🇺","","984","981","2019-06-07","es"
"1140636797044690944","rachel espirituana","rachel9518","","Joven espirituana,revolucionaria orgullosa de ser cubana. 🇨🇺#DeZurdaTeam🤝🐊","","5423","5256","2019-06-17","es"
"hCPZTA8ZbN+WeyiRMPArtD3voOMTBsjYNXO0fLkPMkY=","hCPZTA8ZbN+WeyiRMPArtD3voOMTBsjYNXO0fLkPMkY=","hCPZTA8ZbN+WeyiRMPArtD3voOMTBsjYNXO0fLkPMkY=","","Solo soy un 🇨🇺 mas que defiendo los valores de un PUEBLO libre. EN CUBA MANDAMOS LOS CUBANOS.","","1008","1679","2019-04-25","es"
"DEe+gpg9Nu3jIGA3kCyDGaMI8+e9baTV5eecI8GS3B4=","DEe+gpg9Nu3jIGA3kCyDGaMI8+e9baTV5eecI8GS3B4=","DEe+gpg9Nu3jIGA3kCyDGaMI8+e9baTV5eecI8GS3B4=","","Un mundo mejor es posible.
Solo tenemos que luchar por él.","","382","514","2020-04-05","en"
"3330088127","Ezequiel Bueno 🇮🇨","Zekibuegar","Lanzarote 🌴","21 ➡️Made in Zeki... Y nada más 😁⤵️🏳️‍🌈




🔥LO QUE PASE EN TWITTER SE QUEDA EN TWITTER🔥
https://t.co/4a2f3q9upl","https://t.co/1tED0HBJDN","34890","26142","2015-06-16","es"
"1i2IX4FXAuVkrUNay3H9qbIqn8rBDEqpzSkXS39vGo=","1i2IX4FXAuVkrUNay3H9qbIqn8rBDEqpzSkXS39vGo=","1i2IX4FXAuVkrUNay3H9qbIqn8rBDEqpzSkXS39vGo=","Camagüey Cuba...","Camagueyano, amante de los niños, la cocina cubana y los perros.
Seguidor de las ideas Martianas y Fidelistas.","","311","309","2019-06-07","en"
"GuuRLt7q+D75GCwxVD72iOzmxsMODVYnjuSEzfxzp6o=","GuuRLt7q+D75GCwxVD72iOzmxsMODVYnjuSEzfxzp6o=","GuuRLt7q+D75GCwxVD72iOzmxsMODVYnjuSEzfxzp6o=","","","","0","1","2019-02-14","en"
"x6qvLk9zK5iCTBdZdyfUGLgFierj6Z+Gbn2gCXCW00M=","x6qvLk9zK5iCTBdZdyfUGLgFierj6Z+Gbn2gCXCW00M=","x6qvLk9zK5iCTBdZdyfUGLgFierj6Z+Gbn2gCXCW00M=","Cuba","Amante de la buena 🎶🎶  y de la comida criolla. Agradecida y fiel a mi país y a la Revolución. Sencillamente cubana🇨🇺","","2656","2914","2016-10-25","es"
"Q8+BYkmRLbkNc1Ly3+a0ZcZbrc9jZOxw5N7pKRWN2SY=","Q8+BYkmRLbkNc1Ly3+a0ZcZbrc9jZOxw5N7pKRWN2SY=","Q8+BYkmRLbkNc1Ly3+a0ZcZbrc9jZOxw5N7pKRWN2SY=","Cuba","Seria,responsable,comprometida, medio loca a veces pero consciente de mi tiempo. Adicta a la lectura y a lo bello de la Vida. Bailadora y jaranera. #SinFiltro.","","4213","3030","2019-02-23","es"
"HIcYFkxxGLZQLfrUF5TStG9JcpW6WoQEgin4yK6ASf8=","HIcYFkxxGLZQLfrUF5TStG9JcpW6WoQEgin4yK6ASf8=","HIcYFkxxGLZQLfrUF5TStG9JcpW6WoQEgin4yK6ASf8=","Matanzas, Cuba","Soy Cubano 🇨🇺 y Fidelista 💯%","","532","881","2019-04-23","es"
"dz06viEL+OXxSEShfoa+Fq1yh2BhiJiCewvJAIFfn8=","dz06viEL+OXxSEShfoa+Fq1yh2BhiJiCewvJAIFfn8=","dz06viEL+OXxSEShfoa+Fq1yh2BhiJiCewvJAIFfn8=","","Ser cubana y ser defensora de la Revolución es mi mayor orgullo","","1498","1929","2020-01-25","es"
"xAui8hY3kkSEsluWKwr4kSHU4J2P4ErZtOVwJ0uXs=","xAui8hY3kkSEsluWKwr4kSHU4J2P4ErZtOVwJ0uXs=","xAui8hY3kkSEsluWKwr4kSHU4J2P4ErZtOVwJ0uXs=","","","","1275","2015","2018-05-21","es"
"CT+7Eh1ThSHQCPOjq6QAPZRrimq0Tt0GAueTVpROo=","CT+7Eh1ThSHQCPOjq6QAPZRrimq0Tt0GAueTVpROo=","CT+7Eh1ThSHQCPOjq6QAPZRrimq0Tt0GAueTVpROo=","","🍃Soy una bruja😺 cubana, creo en la magia, los hechizosy los logros de la Revolución💕. Aquí el que no tiene de congo tiene de carabalí. #DeZurdaTeam🤝🐆♠️","","673","198","2019-12-10","en"
"PvPTbp4vWjf3Dil7PoAao7fnKwaHN1T5vRZcc2Etxs=","PvPTbp4vWjf3Dil7PoAao7fnKwaHN1T5vRZcc2Etxs=","PvPTbp4vWjf3Dil7PoAao7fnKwaHN1T5vRZcc2Etxs=","","","","21","104","2020-03-23","es"
"OlGXymlw9unCdAImx28PlshWHS76ryH7RpCUmWrYFw=","OlGXymlw9unCdAImx28PlshWHS76ryH7RpCUmWrYFw=","OlGXymlw9unCdAImx28PlshWHS76ryH7RpCUmWrYFw=","","Soy 100% cubano. #DeZurdaTeam","","1405","3512","2020-03-09","es"
"BepKxl1VuqjPSipTffns0gCUwEEijmueTVS9FvKJDr8=","BepKxl1VuqjPSipTffns0gCUwEEijmueTVS9FvKJDr8=","BepKxl1VuqjPSipTffns0gCUwEEijmueTVS9FvKJDr8=","Cuba","Ciudadano de América 🌎. Rescatando nuestra Historia y Tradiciones.🎷🎶🎞️📖","","144","175","2019-12-08","es"
"Y1x45k1KP4MAieHYh9Q0fBRxa6Q7sqTCGsVp5CiD+8=","Y1x45k1KP4MAieHYh9Q0fBRxa6Q7sqTCGsVp5CiD+8=","Y1x45k1KP4MAieHYh9Q0fBRxa6Q7sqTCGsVp5CiD+8=","","Soy cubano hasta la muerte, me encantan los deportes, las fiestas y el baile, amo a mi Patria sin ningún tipo de justificación.","","1044","1057","2019-09-17","en"
"1164572951796228098","PaolaCuba2020 ❤🇨🇺🌷","PaolaCuba2020","La Habana ","Amo a la revolución cubana. Fidelista y Chavista. Soy una cubana q sigue las ideas de Raul y mi presidente Diaz-Canel. #DeZurdaTeam 🤝 🐬","","8796","6423","2019-08-22","es"
"e3QTvelezAohVF9VdVythTqgW74OPCVuHRTwEKh7Ec=","e3QTvelezAohVF9VdVythTqgW74OPCVuHRTwEKh7Ec=","e3QTvelezAohVF9VdVythTqgW74OPCVuHRTwEKh7Ec=","","Cubana defensora de su Revolución. #SomosCuba #SomosContinuidad","","209","161","2020-03-19","es"
"1136304899761815553","🌜🇨🇺Luna De Abril🇨🇺🌛","LunaDeAbril2019","Cuba","¡Se dice cubano, y una dulzura como de suave hermandad se esparce por nuestras entrañas! #JoséMartí. #Cuba 🇨🇺 #DeZurdaTeam 🤝 🦁.","","8635","6505","2019-06-05","es"
"O9NA8Tv14JOu4cV4j+UdKe1gzm7+bgKFuOgbrf37j+0=","O9NA8Tv14JOu4cV4j+UdKe1gzm7+bgKFuOgbrf37j+0=","O9NA8Tv14JOu4cV4j+UdKe1gzm7+bgKFuOgbrf37j+0=","Cuba","Tiene el señor presidente
Un jardín con una fuente,
Y un tesoro en oro y trigo:
Tengo más, tengo un amigo. #DeZurdaTeam 🤝🇨🇺 @Manueltinez93","","2014","1957","2019-09-17","es"
"VHhp3f07NTSVDZFbacTSUV9xhaopbBt9Jkp3qNHpDuw=","VHhp3f07NTSVDZFbacTSUV9xhaopbBt9Jkp3qNHpDuw=","VHhp3f07NTSVDZFbacTSUV9xhaopbBt9Jkp3qNHpDuw=","Cuba","Un cubano agradecido, comprometido y dispuesto a defender la Revolución y el Socialismo en cualquier terreno.","","1185","1228","2020-01-26","es"
"IA3QiT1aIixsPngJ+FZod3Ci7gsu3vX4mTygfrHmICQ=","IA3QiT1aIixsPngJ+FZod3Ci7gsu3vX4mTygfrHmICQ=","IA3QiT1aIixsPngJ+FZod3Ci7gsu3vX4mTygfrHmICQ=","","#DeZurdaTeam 🤝🦁♣️","","22","45","2020-03-28","en"
"V6UL4caCWisrUErM+BjXvPRrZhyFCLmoROFj4n0VVcc=","V6UL4caCWisrUErM+BjXvPRrZhyFCLmoROFj4n0VVcc=","V6UL4caCWisrUErM+BjXvPRrZhyFCLmoROFj4n0VVcc=","Sancti Spíritus","Soy un joven cubano que se identifica con la verdad, por eso amo a mi Isla.","","179","159","2019-09-10","es"
"skRvhOXUBdhgpFsJqr2LP2CaxXIPQJQtNrVnK9FUWs=","skRvhOXUBdhgpFsJqr2LP2CaxXIPQJQtNrVnK9FUWs=","skRvhOXUBdhgpFsJqr2LP2CaxXIPQJQtNrVnK9FUWs=","La Habana","Divertido, me gustan las tecnologías, las mujeres son geniales, música rock. #YoSoyFidel #DeZurdaTeam","","1245","1919","2019-03-15","es"
"4s1XUPamxAzcI0oJP+tpNbEuBe5gj6tV8UPrjXgrmQ=","4s1XUPamxAzcI0oJP+tpNbEuBe5gj6tV8UPrjXgrmQ=","4s1XUPamxAzcI0oJP+tpNbEuBe5gj6tV8UPrjXgrmQ=","","Asesora jurídica, defensora de mi Patria. #Cuba #SomosContinuidad","","664","276","2019-06-21","es"
"9r3qAeeChi+Vu+yMf1uB1QWTmDh9a2O1jKfprcEcBF4=","9r3qAeeChi+Vu+yMf1uB1QWTmDh9a2O1jKfprcEcBF4=","9r3qAeeChi+Vu+yMf1uB1QWTmDh9a2O1jKfprcEcBF4=","Cuba","Me ❤️ la pelota⚾️, el futbol⚽️, defiendo  los principios martianos y fidelistas 💯% Revolucionario🇨🇺 #DeZurdaTeam","","3506","4550","2016-11-23","es"
"vHI7XBJoAAm2iZ0jHeYOB5vIAssZV4WHBT7fclmkc=","vHI7XBJoAAm2iZ0jHeYOB5vIAssZV4WHBT7fclmkc=","vHI7XBJoAAm2iZ0jHeYOB5vIAssZV4WHBT7fclmkc=","Cuba","Director General
Empresa Sueros y Productos Hemoderivados ""Adalberto Pesant""","","369","333","2016-11-02","es"
"VWGMP+bgpe1Q+QtpZBzXI7o76JUIKab0+f1RpE1tQZo=","VWGMP+bgpe1Q+QtpZBzXI7o76JUIKab0+f1RpE1tQZo=","VWGMP+bgpe1Q+QtpZBzXI7o76JUIKab0+f1RpE1tQZo=","","","","146","184","2020-03-15","en"
"wPA7HbDVlBmNrRV6KFGf4RUZIXWbAmAPBS6lTO3nj08=","wPA7HbDVlBmNrRV6KFGf4RUZIXWbAmAPBS6lTO3nj08=","wPA7HbDVlBmNrRV6KFGf4RUZIXWbAmAPBS6lTO3nj08=","","","","2","25","2017-02-27","es"
"R4WjkwgSb8ROBNtqFbKhM1RLnaU0lZg4sdeJhzlfpjg=","R4WjkwgSb8ROBNtqFbKhM1RLnaU0lZg4sdeJhzlfpjg=","R4WjkwgSb8ROBNtqFbKhM1RLnaU0lZg4sdeJhzlfpjg=","","Fui deportista y gusto de los deportes en general, amante de la Revolución Cubana y las ideas justas.","","645","1116","2020-04-23","es"
"Bu5XovMR5J6mxnKRwVHDL8hhwuqwAZRQ504ORVVg+U=","Bu5XovMR5J6mxnKRwVHDL8hhwuqwAZRQ504ORVVg+U=","Bu5XovMR5J6mxnKRwVHDL8hhwuqwAZRQ504ORVVg+U=","Holguín","Profesor Universitario","","489","480","2019-09-27","en"
"BFXoK8mGf8hHk+uPhLQw6GZaTOmm1KSVZGsUQPiD64=","BFXoK8mGf8hHk+uPhLQw6GZaTOmm1KSVZGsUQPiD64=","BFXoK8mGf8hHk+uPhLQw6GZaTOmm1KSVZGsUQPiD64=","Cuba","Joven sencillo, humilde, revolucionario, fidelista hasta la muerte","","3075","4412","2019-06-26","es"
"ZWovAjdhW7GT7dzVFFAdybWU92R8JKtvAWu8GGXkY=","ZWovAjdhW7GT7dzVFFAdybWU92R8JKtvAWu8GGXkY=","ZWovAjdhW7GT7dzVFFAdybWU92R8JKtvAWu8GGXkY=","La Habana, Cuba","Amante a las leyes, abogada de profesión y profesora de corazón.#YoSigoAmiPresidente #NoMasBloqueo👉 #DeZurdaTeam","","4272","4773","2018-10-31","es"
"sD3RAyTttDYfrs4lJPcyFNLRmlrxQXuj4U6z0UGOeWE=","sD3RAyTttDYfrs4lJPcyFNLRmlrxQXuj4U6z0UGOeWE=","sD3RAyTttDYfrs4lJPcyFNLRmlrxQXuj4U6z0UGOeWE=","La Habana, Cuba","Ing. en Telecomunicaciones y Electrónica cubana 100%, amante de la música, la cultura y los animales #DeZurdaTeam","","747","685","2019-02-26","es"
"1117864200712413184","Rafael Galban","RafaelGalban8","Cuba","Joven Revolucionario🇨🇺, amante de la buena música🎶 y fanático de los deportes⚽. #DeZurdaTeam 🤝🐺🐆","","5261","5267","2019-04-15","es"
"8Crljlh49NzT+4I4vwTukqgMmLox8KliomvhXvFsuZs=","8Crljlh49NzT+4I4vwTukqgMmLox8KliomvhXvFsuZs=","8Crljlh49NzT+4I4vwTukqgMmLox8KliomvhXvFsuZs=","","Amo esta isla, soy del Caribe.","","2778","2469","2019-04-22","es"
"a8Y+oerbU3lemYqfaEZCGjae8njFtET2EcrvHNJ1OsY=","a8Y+oerbU3lemYqfaEZCGjae8njFtET2EcrvHNJ1OsY=","a8Y+oerbU3lemYqfaEZCGjae8njFtET2EcrvHNJ1OsY=","Habana","Un machete a caballo 🐎 en Peralejo; un Fusil sobreviviente en Cinco Palmas 🌴; Corrieri sosteniendo un catalejo;la Guitarra 🎸 en el malecón cantando nalgas...","","622","792","2020-03-23","en"
"ZH+w8ZxAPmuTC310kGY8djy9yHLrW1q1c4Fmixw1Mw=","ZH+w8ZxAPmuTC310kGY8djy9yHLrW1q1c4Fmixw1Mw=","ZH+w8ZxAPmuTC310kGY8djy9yHLrW1q1c4Fmixw1Mw=","","De Cuba soy hijo y a ella me debo.
Psicólogo de profesión. Martiano y Fidelista por convicción.","","193","259","2020-01-23","es"
"tAbpjEoF6tgmwvPAsTmQbmV5Typo5Lye0fpeUtMYcI=","tAbpjEoF6tgmwvPAsTmQbmV5Typo5Lye0fpeUtMYcI=","tAbpjEoF6tgmwvPAsTmQbmV5Typo5Lye0fpeUtMYcI=","San Juan y Martínez, Cuba","Soy Pinareño, de San Juan y Martínez, la tierra del mejor tabaco del mundo, fiel seguidor de las ideas de Martí y Fidel. #DeZurdaTeam","","631","832","2019-03-15","es"
"pLg6ho3zf4ccFclqrl2SBtNnYREoRaI0ogGdlqKoAA=","pLg6ho3zf4ccFclqrl2SBtNnYREoRaI0ogGdlqKoAA=","pLg6ho3zf4ccFclqrl2SBtNnYREoRaI0ogGdlqKoAA=","Santiago, Chile","","","28","31","2019-12-03","en"
"xBUKpPcSb3WYxtM0HTS9SobKldahBuiz4fX6u0zOHY=","xBUKpPcSb3WYxtM0HTS9SobKldahBuiz4fX6u0zOHY=","xBUKpPcSb3WYxtM0HTS9SobKldahBuiz4fX6u0zOHY=","","Si amas a alguien, díselo… muchos corazones se rompen por palabras que no se escuchan. #Cuba #SomosCuba #DeZurdaTeam 🤝🐺🐬♠","","912","620","2020-02-10","en"
"4wBFiNt2lgWt7B0a1TYEMxzjafCsAjTPDLy2gZr7G4=","4wBFiNt2lgWt7B0a1TYEMxzjafCsAjTPDLy2gZr7G4=","4wBFiNt2lgWt7B0a1TYEMxzjafCsAjTPDLy2gZr7G4=","","Soy un insurrecto mambí: martiano, fidelista, guevariano, marxista y leninista.","","230","61","2018-12-27","es"
"Jantsl4dgriO1VJ4WwK7PKwR1my9yW8gAiIbf7ToTY=","Jantsl4dgriO1VJ4WwK7PKwR1my9yW8gAiIbf7ToTY=","Jantsl4dgriO1VJ4WwK7PKwR1my9yW8gAiIbf7ToTY=","Rancagua, Chile","","","45","49","2020-02-17","en"
"AvaO3FZlJxZC8vrKyy6iEgI+WELRDefwxGkuRJYhWk4=","AvaO3FZlJxZC8vrKyy6iEgI+WELRDefwxGkuRJYhWk4=","AvaO3FZlJxZC8vrKyy6iEgI+WELRDefwxGkuRJYhWk4=","","Soy  cubano,  Fidelista, Raulista, Díaz Canelista,  Bolivariano , Antimperialista y revolucionario hasta la médula.","","1858","2765","2019-04-10","es"
"tkswaYlNjtz8EbOFXkiQDCqIrPnjDr83X9nOXmi0=","tkswaYlNjtz8EbOFXkiQDCqIrPnjDr83X9nOXmi0=","tkswaYlNjtz8EbOFXkiQDCqIrPnjDr83X9nOXmi0=","","Todo es hermoso y constante, Todo es música y razón, y todo, como el diamante antes de luz es carbón. #Martí #DeZurdaTeam 🤝🐺🐆♣️","","497","579","2020-04-13","en"
"622190756","Raul Mendez","RaulMendez8112","","Profesor universitario Cubano -Matancero-, conocedor de las leyes, historiador y escritor. Por cierto, si todavía no me estás siguiendo en Twitter, te invito","","7745","8246","2012-06-29","es"
"4yZ6qvjvz3DDq8xrcHeJQluekTJbCbpvyq6FU8Y358=","4yZ6qvjvz3DDq8xrcHeJQluekTJbCbpvyq6FU8Y358=","4yZ6qvjvz3DDq8xrcHeJQluekTJbCbpvyq6FU8Y358=","Cuba","Fiel seguidora del legado de Comandante en Jefe de la Revolución Cubana Fidel Castro Ruz  💯% 🇨🇺 #DeZurdaTeam🤝🦈","","1535","2304","2020-01-30","en"
"1R4FlxYuatF2QjQ9ExiyjUiOoKe1otCl+9u2L8bxPjM=","1R4FlxYuatF2QjQ9ExiyjUiOoKe1otCl+9u2L8bxPjM=","1R4FlxYuatF2QjQ9ExiyjUiOoKe1otCl+9u2L8bxPjM=","Cuba","","","346","915","2017-05-11","es"
"FKi1+6hubygRVGs3WqaMqJ56KSvRI7HzI6Ey+ly6gw=","FKi1+6hubygRVGs3WqaMqJ56KSvRI7HzI6Ey+ly6gw=","FKi1+6hubygRVGs3WqaMqJ56KSvRI7HzI6Ey+ly6gw=","","Amante de su patria se licenció en derecho y trabaja como asesor jurídico.","","1058","1021","2019-03-21","en"
"QL94xm0eV4tz0LNeYpSTZ055T3sbv6YNU1fsePMiaLg=","QL94xm0eV4tz0LNeYpSTZ055T3sbv6YNU1fsePMiaLg=","QL94xm0eV4tz0LNeYpSTZ055T3sbv6YNU1fsePMiaLg=","","Las Palabras deshonran cuando no llevan detrás un corazón limpio y entero.  José Martí","","0","1","2019-11-14","es"
"1114144278874398721","Onel Gutierrez (^_-)","gutierrez_onel","La Habana, Cuba","📌 Nuestra Patria es una, empieza en el Río Grande, y va a parar en los montes fangosos de la Patagonia. #Cuba #ClanPussicats     #DeZurdaTeam 🤝 🦁","","15445","11282","2019-04-05","es"
"mnvmd6XvnuWc+pWt6FHII2prfBDZU2fbXgnqZA+VQE=","mnvmd6XvnuWc+pWt6FHII2prfBDZU2fbXgnqZA+VQE=","mnvmd6XvnuWc+pWt6FHII2prfBDZU2fbXgnqZA+VQE=","","Soy chica cubana que ama 💯 su Isla🇨🇺 y su Revolución. Me declaro fidelista, martiana, chavista y latinoamericana hasta la misma médula.
#DeZurdaTeam 🤝","","183","173","2020-01-15","en"
"YOI6VdXwbK77IYbIgJD8v6mQ+YYnCAvmQfjd7TWpX7c=","YOI6VdXwbK77IYbIgJD8v6mQ+YYnCAvmQfjd7TWpX7c=","YOI6VdXwbK77IYbIgJD8v6mQ+YYnCAvmQfjd7TWpX7c=","Cuba","Aficionado al Béisbol y al Fútbol Seguidor de la música de Buena Fé y Los Van Van","","3926","3493","2019-03-02","es"
"BkA7Npyokz0mAkUoP0VUlRnKhmm4vQwpvWv4l1XZYg4=","BkA7Npyokz0mAkUoP0VUlRnKhmm4vQwpvWv4l1XZYg4=","BkA7Npyokz0mAkUoP0VUlRnKhmm4vQwpvWv4l1XZYg4=","Cuba","nací en Minas, soy netamente cubana, apasionada, leal y perseverante. Fiel a la Revolución y no entiendo de derrotas.

@DeZurdaTeam
#DePinarSoyTeam🍃","","1567","979","2019-04-16","es"
"jZSs72iGoBp6rJWzOcRGH7HaufIsnIXVTNX0q1LR1l8=","jZSs72iGoBp6rJWzOcRGH7HaufIsnIXVTNX0q1LR1l8=","jZSs72iGoBp6rJWzOcRGH7HaufIsnIXVTNX0q1LR1l8=","La Habana, Cuba","La Habana es bella. Orgulloso de haber nacido en Cuba.","","1266","1441","2019-04-23","es"
"OsevtaP7nytTickCNZDU5ebE3aOIPvMprsPP23xmDII=","OsevtaP7nytTickCNZDU5ebE3aOIPvMprsPP23xmDII=","OsevtaP7nytTickCNZDU5ebE3aOIPvMprsPP23xmDII=","","","","0","0","2019-05-18","en"
"XbSYphF9+LjHai2XJkzirdt8wkvzA5OXwy2f6cC6uLo=","XbSYphF9+LjHai2XJkzirdt8wkvzA5OXwy2f6cC6uLo=","XbSYphF9+LjHai2XJkzirdt8wkvzA5OXwy2f6cC6uLo=","","","","121","163","2020-03-11","es"
"RdSa3aV8ve8lH3+JrVcfwnWmZD5TheihaXdADUeYMUQ=","RdSa3aV8ve8lH3+JrVcfwnWmZD5TheihaXdADUeYMUQ=","RdSa3aV8ve8lH3+JrVcfwnWmZD5TheihaXdADUeYMUQ=","#Cuba","Soy Cubano🇨🇺, trabajo de Cuenta Propista🚘. Amo mi Isla, su pueblo, su cultura, su Historia y sobre todo fiel a las ideas de mi Comandante.","","2808","3957","2019-04-16","es"
"8IAruJlMsk6J5ngW8xLr0a+2CX+O4tK1rDQiXQbTiDA=","8IAruJlMsk6J5ngW8xLr0a+2CX+O4tK1rDQiXQbTiDA=","8IAruJlMsk6J5ngW8xLr0a+2CX+O4tK1rDQiXQbTiDA=","","Joven revolucionaria, de izquierda, 100℅ Martiana, Fidelista, Marxista-Leninista.Sígueme y te sigo.","","1277","1374","2019-09-19","es"
"2T5qfGb9vXc7rieeQmmPtXYa8Egl5oDGXbRDNww+hw=","2T5qfGb9vXc7rieeQmmPtXYa8Egl5oDGXbRDNww+hw=","2T5qfGb9vXc7rieeQmmPtXYa8Egl5oDGXbRDNww+hw=","","Joven Cubano DrC. Pedagógicas. Seguidor de las ideas de Martí, Fidel y el Ché","","276","274","2019-04-25","es"
"ikI2ujoVfN3qOTNLkv8sBSEvoVnVCAfGkevzzB9l864=","ikI2ujoVfN3qOTNLkv8sBSEvoVnVCAfGkevzzB9l864=","ikI2ujoVfN3qOTNLkv8sBSEvoVnVCAfGkevzzB9l864=","","","","2","8","2018-12-24","en"
"1184994923235495938","ZorayaPuente","zorayapuente","","Yo estoy aquí para defender a #Cuba!🇨🇺","","5388","5837","2019-10-18","es"
"K+zkUjfgzcA+VHMeMONmYp28fUU0KgRNfDbK6BwioY=","K+zkUjfgzcA+VHMeMONmYp28fUU0KgRNfDbK6BwioY=","K+zkUjfgzcA+VHMeMONmYp28fUU0KgRNfDbK6BwioY=","","Licenciado en matemática, Investigador cubano, Socialista y Antimperialista. Por la Integración de América en el proyecto ALBA.","","1447","2255","2012-07-05","es"
"7vJ0K4ozVaYEqbkN+uavQTrFaXBsdwU54aafnR0jxCw=","7vJ0K4ozVaYEqbkN+uavQTrFaXBsdwU54aafnR0jxCw=","7vJ0K4ozVaYEqbkN+uavQTrFaXBsdwU54aafnR0jxCw=","Cuba","Revolucionaria de estos tiempos. Fiel a mi #Cuba 🇨🇺 y a la #PatriaGrande. #SomosCuba #SomosContinuidad 💯. #DeZurdaTeam 🤝🦁♠","","661","395","2019-11-13","es"
"tO34h0yylV5zKhehvYcABorizRtBCga0xnYHiElNiic=","tO34h0yylV5zKhehvYcABorizRtBCga0xnYHiElNiic=","tO34h0yylV5zKhehvYcABorizRtBCga0xnYHiElNiic=","Sancti Spíritus","Madre, ingeniera, espirituana y cubana. Defensora de los logros de la #RevolucionCubana y los principios socialistas #SomosCuba #SomosContinuidad","","1919","1793","2019-08-26","es"
"FKtTvtgYYaDQid55w3a5UPE8Dzw0kdr3zeDE+tsU57Y=","FKtTvtgYYaDQid55w3a5UPE8Dzw0kdr3zeDE+tsU57Y=","FKtTvtgYYaDQid55w3a5UPE8Dzw0kdr3zeDE+tsU57Y=","","Soy un hombre muy conversador amante de la vida y pasar un buen rato con los amigos de Twitter","","14","32","2014-03-17","es"
"GhGaJK8Qvg7W4W0v4JAsqC2qDCkKx+DP3W2r1OUhJSY=","GhGaJK8Qvg7W4W0v4JAsqC2qDCkKx+DP3W2r1OUhJSY=","GhGaJK8Qvg7W4W0v4JAsqC2qDCkKx+DP3W2r1OUhJSY=","La Habana, Cuba","#ClanPussicats 🐱","","607","582","2019-08-14","es"
"iNBLPo261hPpAbniBalphfebOPZP55hJ3oPBcnnHzqc=","iNBLPo261hPpAbniBalphfebOPZP55hJ3oPBcnnHzqc=","iNBLPo261hPpAbniBalphfebOPZP55hJ3oPBcnnHzqc=","Artemisa, CUBA","De los #Agradecidos con fe en la victoria. #SomosContinuidad","http://t.co/LeHG6AUZEE","2257","2741","2013-06-02","es"
"o1zdeUX0Icnpc0sbOOB34sy8NKC+aN+RSd7ThpnvtgY=","o1zdeUX0Icnpc0sbOOB34sy8NKC+aN+RSd7ThpnvtgY=","o1zdeUX0Icnpc0sbOOB34sy8NKC+aN+RSd7ThpnvtgY=","","Profesora .amante del buen arte y la moda.Formo parte de los Agradecidos.🇨🇺😚#DeZurdaTeam 🤝 🦈 ♠️","","1223","1569","2019-12-05","es"
